"","Mesa","Department","District","Turnout","MAS.vote","VS","BBS","stolen.prop","bboxstuff.prop","Fraud.type"
"6398",6398,"La Paz",11,0.974188562209177,0.576440696092963,0,1,0,0.735,"BBS"
"6404",6404,"La Paz",11,0.983777791933164,0.591747270545333,0,1,0,0.791,"BBS"
"6408",6408,"La Paz",11,0.981354406164495,0.447237195175767,0,1,0,0.729,"BBS"
"6410",6410,"La Paz",11,0.921802068900131,0.564715065750844,0,0,0,0,"Clean"
"6411",6411,"La Paz",11,0.935505389311948,0.560688341951294,0,0,0,0,"Clean"
"6417",6417,"La Paz",11,0.888503693996797,0.560647289503482,0,0,0,0,"Clean"
"6420",6420,"La Paz",11,0.932001165973001,0.594722469596995,0,0,0,0,"Clean"
"6422",6422,"La Paz",11,0.88938661878395,0.486751235702514,0,0,0,0,"Clean"
"6423",6423,"La Paz",11,0.92679314653464,0.927343636898351,1,0,0.823,0,"VS"
"6426",6426,"La Paz",11,0.888092080991953,0.581080850487063,0,0,0,0,"Clean"
"6436",6436,"La Paz",11,0.895438289380654,0.455272478522669,0,0,0,0,"Clean"
"6444",6444,"La Paz",11,0.903401388189927,0.909057658402834,1,0,0.816,0,"VS"
"6463",6463,"La Paz",11,0.990992482146075,0.515686541552332,0,1,0,0.914,"BBS"
"6548",6548,"La Paz",11,0.900780071031301,0.910587501701106,1,0,0.766,0,"VS"
"6554",6554,"La Paz",11,0.920495019393516,0.869505474577401,1,0,0.772,0,"VS"
"6580",6580,"La Paz",11,0.913922032808618,0.583479633568799,0,0,0,0,"Clean"
"6606",6606,"La Paz",11,0.898497351471068,0.46367443458708,0,0,0,0,"Clean"
"6609",6609,"La Paz",11,0.888902989061432,0.898111879203172,1,0,0.757,0,"VS"
"6613",6613,"La Paz",11,0.987065982471615,0.450393842312622,0,1,0,0.844,"BBS"
"6628",6628,"La Paz",11,0.895268241270028,0.868718448031104,1,0,0.74,0,"VS"
"6640",6640,"La Paz",11,0.928619380133088,0.909546800430627,1,0,0.786,0,"VS"
"6652",6652,"La Paz",11,0.897600664223789,0.483983747464069,0,0,0,0,"Clean"
"6659",6659,"La Paz",11,0.9239596571959,0.539099869847556,0,0,0,0,"Clean"
"6665",6665,"La Paz",11,0.930852109330919,0.469526311515532,0,0,0,0,"Clean"
"6676",6676,"La Paz",11,0.897480935570306,0.55564208204581,0,0,0,0,"Clean"
"6684",6684,"La Paz",11,0.93105874986597,0.423414419818343,0,0,0,0,"Clean"
"6699",6699,"La Paz",11,0.989770264588901,0.61272839071691,0,1,0,0.874,"BBS"
"6703",6703,"La Paz",11,0.9302486832375,0.535252568032648,0,0,0,0,"Clean"
"6706",6706,"La Paz",11,0.911296663402637,0.910073071664226,1,0,0.798,0,"VS"
"6725",6725,"La Paz",11,0.984722008969185,0.513554741279528,0,1,0,0.86,"BBS"
"6747",6747,"La Paz",11,0.936478581897401,0.911393288246269,1,0,0.796,0,"VS"
"6761",6761,"La Paz",11,0.989862255942023,0.422735427483487,0,1,0,0.846,"BBS"
"6781",6781,"La Paz",11,0.990957907158284,0.414855342892528,0,1,0,0.863,"BBS"
"6783",6783,"La Paz",11,0.91133635768325,0.480347386391111,0,0,0,0,"Clean"
"6788",6788,"La Paz",11,0.921397241400356,0.561206658884977,0,0,0,0,"Clean"
"6795",6795,"La Paz",11,0.987797020660635,0.413516375203824,0,1,0,0.836,"BBS"
"6812",6812,"La Paz",11,0.895114467324263,0.491789116015618,0,0,0,0,"Clean"
"6819",6819,"La Paz",11,0.984338777853511,0.479418270613674,0,1,0,0.851,"BBS"
"6828",6828,"La Paz",11,0.923137862206158,0.450385106055223,0,0,0,0,"Clean"
"6834",6834,"La Paz",11,0.913381812130461,0.584384080453746,0,0,0,0,"Clean"
"6849",6849,"La Paz",11,0.985399212109397,0.524125761561604,0,1,0,0.778,"BBS"
"6861",6861,"La Paz",11,0.990181956817639,0.57213387976464,0,1,0,0.891,"BBS"
"6865",6865,"La Paz",11,0.974303822227203,0.570039526123808,0,1,0,0.716,"BBS"
"6870",6870,"La Paz",11,0.887523194972236,0.583570384486241,0,0,0,0,"Clean"
"6885",6885,"La Paz",11,0.929338571567566,0.922705028004717,1,0,0.836,0,"VS"
"6891",6891,"La Paz",11,0.888870610036703,0.564478522118887,0,0,0,0,"Clean"
"6894",6894,"La Paz",11,0.887633350462285,0.487350559966211,0,0,0,0,"Clean"
"6902",6902,"La Paz",11,0.888267594724878,0.592622454304804,0,0,0,0,"Clean"
"6930",6930,"La Paz",12,0.918596363149866,0.957334955085005,1,0,0.843,0,"VS"
"6939",6939,"La Paz",12,0.941471781717213,0.656282119895262,0,0,0,0,"Clean"
"6979",6979,"La Paz",12,0.916034897362843,0.626642581202475,0,0,0,0,"Clean"
"6980",6980,"La Paz",12,0.931160798018759,0.96876294996073,1,0,0.923,0,"VS"
"6982",6982,"La Paz",12,0.994331265821162,0.515659384161151,0,1,0,0.948,"BBS"
"6998",6998,"La Paz",12,0.982203286254355,0.524618681699701,0,1,0,0.747,"BBS"
"7004",7004,"La Paz",12,0.913871174181864,0.650970603224624,0,0,0,0,"Clean"
"7009",7009,"La Paz",12,0.990187076780392,0.521860423133835,0,1,0,0.868,"BBS"
"7017",7017,"La Paz",12,0.924040752700041,0.902377534400994,1,0,0.666,0,"VS"
"7026",7026,"La Paz",12,0.903673787228307,0.900265740287015,1,0,0.728,0,"VS"
"7029",7029,"La Paz",12,0.912050953187594,0.655120467413752,0,0,0,0,"Clean"
"7032",7032,"La Paz",12,0.902128652966777,0.951359673815981,1,0,0.829,0,"VS"
"7033",7033,"La Paz",12,0.895259870953392,0.921314090560762,1,0,0.795,0,"VS"
"7040",7040,"La Paz",12,0.924721828754364,0.657506568420633,0,0,0,0,"Clean"
"7062",7062,"La Paz",12,0.989589383618287,0.549591366007846,0,1,0,0.822,"BBS"
"7115",7115,"La Paz",12,0.943632444415002,0.542916533941157,0,0,0,0,"Clean"
"7121",7121,"La Paz",12,0.893701701373129,0.723643778029095,0,0,0,0,"Clean"
"7125",7125,"La Paz",12,0.907666130941471,0.527262693388877,0,0,0,0,"Clean"
"7129",7129,"La Paz",12,0.906923648894695,0.700384590035609,0,0,0,0,"Clean"
"7147",7147,"La Paz",12,0.981692606718655,0.585804256010225,0,1,0,0.754,"BBS"
"7166",7166,"La Paz",12,0.901954171672539,0.66622554376994,0,0,0,0,"Clean"
"7171",7171,"La Paz",12,0.914842507562918,0.568879568064035,0,0,0,0,"Clean"
"7175",7175,"La Paz",12,0.917476704910168,0.885999941285906,1,0,0.76,0,"VS"
"7183",7183,"La Paz",12,0.923482885930856,0.567691080718601,0,0,0,0,"Clean"
"7190",7190,"La Paz",12,0.903404166881191,0.947101026612408,1,0,0.856,0,"VS"
"7229",7229,"La Paz",12,0.893834442384819,0.685045876583425,0,0,0,0,"Clean"
"7234",7234,"La Paz",12,0.896805336781288,0.5718366104282,0,0,0,0,"Clean"
"7236",7236,"La Paz",12,0.940175819599304,0.699085721129142,0,0,0,0,"Clean"
"7237",7237,"La Paz",12,0.916723871437073,0.663384970612222,0,0,0,0,"Clean"
"7261",7261,"La Paz",12,0.928006789824565,0.709942361584047,0,0,0,0,"Clean"
"7267",7267,"La Paz",12,0.991965628048205,0.556503434741194,0,1,0,0.869,"BBS"
"7268",7268,"La Paz",12,0.895550295499178,0.919387278853252,1,0,0.826,0,"VS"
"7272",7272,"La Paz",12,0.977685266715642,0.714258570018629,0,1,0,0.728,"BBS"
"7298",7298,"La Paz",12,0.928277204772142,0.52973193659869,0,0,0,0,"Clean"
"7299",7299,"La Paz",12,0.979929950842513,0.564649192843001,0,1,0,0.716,"BBS"
"7303",7303,"La Paz",12,0.932638330112101,0.558405809120741,0,0,0,0,"Clean"
"7318",7318,"La Paz",12,0.984782014124895,0.705008446265261,0,1,0,0.831,"BBS"
"7327",7327,"La Paz",12,0.981395788480116,0.555343191468665,0,1,0,0.827,"BBS"
"7334",7334,"La Paz",12,0.899070202252626,0.682283441536022,0,0,0,0,"Clean"
"7343",7343,"La Paz",12,0.984435995565733,0.525311822427656,0,1,0,0.78,"BBS"
"7346",7346,"La Paz",12,0.916230275447389,0.519879057648026,0,0,0,0,"Clean"
"7347",7347,"La Paz",12,0.898851226710318,0.578976298129855,0,0,0,0,"Clean"
"7353",7353,"La Paz",12,0.925464991189645,0.629998784613762,0,0,0,0,"Clean"
"7362",7362,"La Paz",12,0.932601290597834,0.664035356568641,0,0,0,0,"Clean"
"7366",7366,"La Paz",12,0.937608830421885,0.923422440757781,1,0,0.835,0,"VS"
"7374",7374,"La Paz",12,0.912413532781307,0.941478041503508,1,0,0.867,0,"VS"
"7383",7383,"La Paz",12,0.921562239658969,0.703528898230407,0,0,0,0,"Clean"
"7386",7386,"La Paz",12,0.913033546984497,0.723419473637524,0,0,0,0,"Clean"
"7393",7393,"La Paz",12,0.906316007674508,0.690191826064623,0,0,0,0,"Clean"
"7395",7395,"La Paz",12,0.920384830766052,0.652598016609481,0,0,0,0,"Clean"
"7407",7407,"La Paz",12,0.900380326172368,0.931946983447363,1,0,0.75,0,"VS"
"7421",7421,"La Paz",12,0.935219255425328,0.942581634084563,1,0,0.846,0,"VS"
"7429",7429,"La Paz",12,0.903869025141334,0.550787840033649,0,0,0,0,"Clean"
"7440",7440,"La Paz",12,0.935163232727656,0.92789073254531,1,0,0.766,0,"VS"
"7462",7462,"La Paz",12,0.902534033655527,0.647943170340483,0,0,0,0,"Clean"
"7470",7470,"La Paz",12,0.903389149602962,0.726833506943186,0,0,0,0,"Clean"
"7472",7472,"La Paz",12,0.98216083389021,0.605110274540262,0,1,0,0.831,"BBS"
"7475",7475,"La Paz",12,0.907186022159209,0.525954752478207,0,0,0,0,"Clean"
"7483",7483,"La Paz",12,0.894622794119022,0.647777480627465,0,0,0,0,"Clean"
"7494",7494,"La Paz",12,0.987726199868146,0.670753741339654,0,1,0,0.852,"BBS"
"7497",7497,"La Paz",12,0.944676139040334,0.559515918407145,0,0,0,0,"Clean"
"7514",7514,"La Paz",12,0.911151073870363,0.671776695735703,0,0,0,0,"Clean"
"7525",7525,"La Paz",12,0.940343343502963,0.586127670115674,0,0,0,0,"Clean"
"7533",7533,"La Paz",12,0.944784609973385,0.73097006865677,0,0,0,0,"Clean"
"7564",7564,"La Paz",13,0.914131133522097,0.697691766949119,0,0,0,0,"Clean"
"7571",7571,"La Paz",13,0.99630331716203,0.619401569598391,0,1,0,0.956,"BBS"
"7583",7583,"La Paz",13,0.938314358691337,0.568566081891244,0,0,0,0,"Clean"
"7589",7589,"La Paz",13,0.935601155693304,0.601452301092266,0,0,0,0,"Clean"
"7605",7605,"La Paz",13,0.943136756974776,0.594184520310351,0,0,0,0,"Clean"
"7614",7614,"La Paz",13,0.933147176378938,0.702371551288983,0,0,0,0,"Clean"
"7623",7623,"La Paz",13,0.939085109310927,0.677442413669155,0,0,0,0,"Clean"
"7666",7666,"La Paz",13,0.911604371021748,0.927224899917081,1,0,0.761,0,"VS"
"7673",7673,"La Paz",13,0.892885507811328,0.728342368378989,0,0,0,0,"Clean"
"7675",7675,"La Paz",13,0.890525269733452,0.663070994473559,0,0,0,0,"Clean"
"7699",7699,"La Paz",13,0.90428644117453,0.594001753907595,0,0,0,0,"Clean"
"7705",7705,"La Paz",13,0.896869938890218,0.736589837199647,0,0,0,0,"Clean"
"7715",7715,"La Paz",13,0.941475924743533,0.617268574004876,0,0,0,0,"Clean"
"7724",7724,"La Paz",13,0.932570825626995,0.589997394901611,0,0,0,0,"Clean"
"7737",7737,"La Paz",13,0.927409492221327,0.655686537390503,0,0,0,0,"Clean"
"7759",7759,"La Paz",13,0.941574234111767,0.752723076852625,0,0,0,0,"Clean"
"7784",7784,"La Paz",13,0.903371203851089,0.583399964652872,0,0,0,0,"Clean"
"7787",7787,"La Paz",13,0.909521823468998,0.586523029084985,0,0,0,0,"Clean"
"7800",7800,"La Paz",13,0.917697981855263,0.535259002547067,0,0,0,0,"Clean"
"7805",7805,"La Paz",13,0.918747149897512,0.887407030403101,1,0,0.754,0,"VS"
"7808",7808,"La Paz",13,0.918207111882357,0.943173362134877,1,0,0.858,0,"VS"
"7809",7809,"La Paz",13,0.907135273262144,0.703351362881264,0,0,0,0,"Clean"
"7839",7839,"La Paz",13,0.935744372232182,0.621962253957582,0,0,0,0,"Clean"
"7841",7841,"La Paz",13,0.909855487769142,0.605552801236003,0,0,0,0,"Clean"
"7846",7846,"La Paz",13,0.935185919855476,0.684775951622734,0,0,0,0,"Clean"
"7886",7886,"La Paz",13,0.915590785169328,0.634112759195146,0,0,0,0,"Clean"
"7901",7901,"La Paz",13,0.994101371361878,0.74815610908716,0,1,0,0.922,"BBS"
"7907",7907,"La Paz",13,0.980014720011745,0.631042724978203,0,1,0,0.773,"BBS"
"7945",7945,"La Paz",13,0.920021954135749,0.585659694674311,0,0,0,0,"Clean"
"7963",7963,"La Paz",13,0.990990479489028,0.645242715338945,0,1,0,0.85,"BBS"
"7972",7972,"La Paz",13,0.991014120665196,0.640259633016581,0,1,0,0.853,"BBS"
"7986",7986,"La Paz",13,0.904788598587781,0.950258879133248,1,0,0.859,0,"VS"
"7998",7998,"La Paz",13,0.915183126257548,0.939263784314103,1,0,0.846,0,"VS"
"8013",8013,"La Paz",13,0.921504166317494,0.945719805547023,1,0,0.873,0,"VS"
"8016",8016,"La Paz",13,0.925619131448018,0.922192166043728,1,0,0.73,0,"VS"
"8020",8020,"La Paz",13,0.891212083253173,0.646760485739187,0,0,0,0,"Clean"
"8021",8021,"La Paz",13,0.907728400479468,0.564232021391075,0,0,0,0,"Clean"
"8059",8059,"La Paz",13,0.911206314098548,0.638025959342836,0,0,0,0,"Clean"
"8071",8071,"La Paz",13,0.922247439974795,0.641200880414656,0,0,0,0,"Clean"
"8097",8097,"La Paz",13,0.937589196650728,0.732746033741428,0,0,0,0,"Clean"
"8113",8113,"La Paz",13,0.92173006273152,0.935641240827761,1,0,0.798,0,"VS"
"8114",8114,"La Paz",13,0.98716258669015,0.710369804823793,0,1,0,0.816,"BBS"
"8120",8120,"La Paz",13,0.906323859936244,0.714859202474702,0,0,0,0,"Clean"
"8137",8137,"La Paz",13,0.913258314973889,0.977248788485059,1,0,0.914,0,"VS"
"8142",8142,"La Paz",13,0.97856696334136,0.543522731767047,0,1,0,0.797,"BBS"
"8148",8148,"La Paz",13,0.933031291261708,0.922883813638429,1,0,0.832,0,"VS"
"8172",8172,"La Paz",14,0.979818754103114,0.750044481851065,0,1,0,0.776,"BBS"
"8179",8179,"La Paz",14,0.885356090999337,0.925248183334887,0,0,0,0,"Clean"
"8182",8182,"La Paz",14,0.983319027745728,0.743487941382862,0,1,0,0.84,"BBS"
"8199",8199,"La Paz",14,0.900946609752474,0.943100794368119,1,0,0.789,0,"VS"
"8200",8200,"La Paz",14,0.92803288317361,0.722858832523093,0,0,0,0,"Clean"
"8209",8209,"La Paz",14,0.98194665948879,0.708105656741302,0,1,0,0.784,"BBS"
"8220",8220,"La Paz",14,0.906048102235157,0.891062804618333,0,0,0,0,"Clean"
"8225",8225,"La Paz",14,0.886295322118743,0.964096303979775,1,0,0.828,0,"VS"
"8239",8239,"La Paz",14,0.91479170833293,0.707147978193347,0,0,0,0,"Clean"
"8247",8247,"La Paz",14,0.878440549979751,0.851411018199853,0,0,0,0,"Clean"
"8262",8262,"La Paz",14,0.919387260411813,0.976371231843457,1,0,0.74,0,"VS"
"8278",8278,"La Paz",14,0.890078959849628,0.931029480895158,0,0,0,0,"Clean"
"8286",8286,"La Paz",14,0.975799301622617,0.845393491531616,0,1,0,0.773,"BBS"
"8287",8287,"La Paz",14,0.881303814672153,0.906308309296866,0,0,0,0,"Clean"
"8308",8308,"La Paz",14,0.981677898444486,0.784810667426201,0,1,0,0.784,"BBS"
"8317",8317,"La Paz",14,0.91415551524593,0.854078511147264,0,0,0,0,"Clean"
"8322",8322,"La Paz",14,0.980373404850257,0.871491580186199,0,1,0,0.756,"BBS"
"8334",8334,"La Paz",14,0.893680159231576,0.936420420963841,0,0,0,0,"Clean"
"8350",8350,"La Paz",14,0.888350437595987,0.980861646633227,1,0,0.785,0,"VS"
"8375",8375,"La Paz",14,0.893253220661611,0.764600114921719,0,0,0,0,"Clean"
"8396",8396,"La Paz",14,0.89138940420499,0.975903195607773,1,0,0.759,0,"VS"
"8403",8403,"La Paz",14,0.99631330006033,0.70796501533071,0,1,0,0.953,"BBS"
"8415",8415,"La Paz",14,0.986554607055843,0.840637788404017,0,1,0,0.864,"BBS"
"8462",8462,"La Paz",14,0.982573859833595,0.926008115758226,0,1,0,0.803,"BBS"
"8480",8480,"La Paz",14,0.901051434865228,0.944964545163787,1,0,0.828,0,"VS"
"8513",8513,"La Paz",14,0.910734183375469,0.943640552539022,1,0,0.766,0,"VS"
"8524",8524,"La Paz",14,0.89183760415632,0.988340129805404,1,0,0.842,0,"VS"
"8528",8528,"La Paz",14,0.927266230741861,0.91786656981851,0,0,0,0,"Clean"
"8538",8538,"La Paz",14,0.987061023147832,0.872617184418061,0,1,0,0.846,"BBS"
"8543",8543,"La Paz",14,0.895764695543957,0.859910406346983,0,0,0,0,"Clean"
"8544",8544,"La Paz",14,0.887048348805657,0.988578494181803,1,0,0.863,0,"VS"
"8564",8564,"La Paz",15,0.855525954243284,0.813463670870672,0,0,0,0,"Clean"
"8565",8565,"La Paz",15,0.878572916668505,0.927116327553947,0,0,0,0,"Clean"
"8581",8581,"La Paz",15,0.967180937660791,0.939839673265906,0,1,0,0.741,"BBS"
"8583",8583,"La Paz",15,0.97162785839808,0.807211496408196,0,1,0,0.803,"BBS"
"8616",8616,"La Paz",15,0.853354438327932,0.936288555755781,1,0,0.761,0,"VS"
"8620",8620,"La Paz",15,0.872412992248625,0.855148603390497,0,0,0,0,"Clean"
"8665",8665,"La Paz",15,0.869462527152588,0.75037068578959,0,0,0,0,"Clean"
"8681",8681,"La Paz",15,0.891269060629162,0.875768959979022,0,0,0,0,"Clean"
"8697",8697,"La Paz",15,0.864027012517918,0.761788872361659,0,0,0,0,"Clean"
"8722",8722,"La Paz",15,0.971897676692865,0.820590594042012,0,1,0,0.787,"BBS"
"8727",8727,"La Paz",15,0.879349000720105,0.879107782219672,0,0,0,0,"Clean"
"8730",8730,"La Paz",15,0.964779472623469,0.815508309782154,0,1,0,0.637,"BBS"
"8734",8734,"La Paz",15,0.868999916633892,0.97456593922176,1,0,0.786,0,"VS"
"8744",8744,"La Paz",15,0.972844751993822,0.816509275760272,0,1,0,0.799,"BBS"
"8760",8760,"La Paz",15,0.995789819147393,0.927725057920731,0,1,0,0.971,"BBS"
"8773",8773,"La Paz",15,0.882558049003976,0.968912127257367,1,0,0.856,0,"VS"
"8801",8801,"La Paz",15,0.880687907789999,0.859389669415741,0,0,0,0,"Clean"
"8807",8807,"La Paz",15,0.896997930907907,0.729065140744758,0,0,0,0,"Clean"
"8813",8813,"La Paz",15,0.964570799852651,0.830777882389311,0,1,0,0.737,"BBS"
"8822",8822,"La Paz",15,0.853974360752837,0.969180108999436,1,0,0.845,0,"VS"
"8827",8827,"La Paz",15,0.883785472744087,0.983140458865769,1,0,0.907,0,"VS"
"8830",8830,"La Paz",15,0.861938840901887,0.893669018885066,0,0,0,0,"Clean"
"8838",8838,"La Paz",15,0.903981971984164,0.752966445644306,0,0,0,0,"Clean"
"8851",8851,"La Paz",15,0.880514988160301,0.74050249058352,0,0,0,0,"Clean"
"8863",8863,"La Paz",15,0.901087709960426,0.942623114347428,0,0,0,0,"Clean"
"8887",8887,"La Paz",15,0.884498236021747,0.95812662643898,1,0,0.701,0,"VS"
"8912",8912,"La Paz",15,0.861507920371245,0.944650294495119,1,0,0.785,0,"VS"
"8915",8915,"La Paz",15,0.980236155226069,0.774231107899124,0,1,0,0.82,"BBS"
"8933",8933,"La Paz",16,0.871036733738802,0.724941591412847,0,0,0,0,"Clean"
"8936",8936,"La Paz",16,0.86970442704167,0.819265133765107,0,0,0,0,"Clean"
"8950",8950,"La Paz",16,0.872643167147837,0.944694259490214,1,0,0.767,0,"VS"
"8957",8957,"La Paz",16,0.882681574880927,0.710687035972131,0,0,0,0,"Clean"
"8966",8966,"La Paz",16,0.867890231210654,0.96261181338893,1,0,0.838,0,"VS"
"9004",9004,"La Paz",16,0.876298750570535,0.678692183840381,0,0,0,0,"Clean"
"9008",9008,"La Paz",16,0.870676347099956,0.781613209823517,0,0,0,0,"Clean"
"9010",9010,"La Paz",16,0.857781311958271,0.968361668922574,1,0,0.851,0,"VS"
"9022",9022,"La Paz",16,0.854757919226609,0.681835312294123,0,0,0,0,"Clean"
"9046",9046,"La Paz",16,0.965707715839865,0.780816957820172,0,1,0,0.731,"BBS"
"9061",9061,"La Paz",16,0.975199309280808,0.699089020169063,0,1,0,0.778,"BBS"
"9064",9064,"La Paz",16,0.883456436047198,0.678727611998257,0,0,0,0,"Clean"
"9065",9065,"La Paz",16,0.888503453078684,0.940251373518536,1,0,0.724,0,"VS"
"9075",9075,"La Paz",16,0.966487834434356,0.786631592176097,0,1,0,0.735,"BBS"
"9079",9079,"La Paz",16,0.864426733029189,0.754794325230615,0,0,0,0,"Clean"
"9084",9084,"La Paz",16,0.857973870114746,0.69613437770561,0,0,0,0,"Clean"
"9099",9099,"La Paz",16,0.893979230514532,0.968403629581679,1,0,0.868,0,"VS"
"9102",9102,"La Paz",16,1,0.823879298593367,0,1,0,1,"BBS"
"9105",9105,"La Paz",16,0.88562445223872,0.790869457715639,0,0,0,0,"Clean"
"9106",9106,"La Paz",16,0.978915781392189,0.76719526038727,0,1,0,0.795,"BBS"
"9117",9117,"La Paz",16,0.86213876804328,0.945893172887966,1,0,0.809,0,"VS"
"9123",9123,"La Paz",16,0.894912706792684,0.950325204098251,1,0,0.862,0,"VS"
"9126",9126,"La Paz",16,0.904242834220065,0.953194973835603,1,0,0.861,0,"VS"
"9129",9129,"La Paz",16,0.88252506313012,0.942589965906605,1,0,0.818,0,"VS"
"9131",9131,"La Paz",16,0.857260893305397,0.624129612791392,0,0,0,0,"Clean"
"9160",9160,"La Paz",16,0.874672524951721,0.61777669682708,0,0,0,0,"Clean"
"9162",9162,"La Paz",16,0.900477982961566,0.771162175037306,0,0,0,0,"Clean"
"9169",9169,"La Paz",16,0.893530395920084,0.758665477104081,0,0,0,0,"Clean"
"9170",9170,"La Paz",16,0.865834745465608,0.80646415890717,0,0,0,0,"Clean"
"9182",9182,"La Paz",16,0.852708071107087,0.637843789176171,0,0,0,0,"Clean"
"9197",9197,"La Paz",16,0.858186182251662,0.930993992542209,1,0,0.704,0,"VS"
"9203",9203,"La Paz",16,0.852721275600698,0.729870356038991,0,0,0,0,"Clean"
"9213",9213,"La Paz",16,0.85553377575085,0.667224643048179,0,0,0,0,"Clean"
"9226",9226,"La Paz",16,0.85573490617341,0.956996955320034,1,0,0.741,0,"VS"
"9235",9235,"La Paz",16,0.85406585315598,0.795882069237733,0,0,0,0,"Clean"
"9244",9244,"La Paz",16,0.865844579972556,0.809547591657657,0,0,0,0,"Clean"
"9250",9250,"La Paz",16,0.898848427864988,0.666026284152952,0,0,0,0,"Clean"
"9263",9263,"La Paz",16,0.869665328579424,0.65445138539572,0,0,0,0,"Clean"
"9272",9272,"La Paz",16,0.981932117477819,0.766715352631599,0,1,0,0.838,"BBS"
"9281",9281,"La Paz",16,0.872605018452363,0.788503276122443,0,0,0,0,"Clean"
"9286",9286,"La Paz",16,0.978043618408151,0.740435728427925,0,1,0,0.81,"BBS"
"9292",9292,"La Paz",16,0.967866814613719,0.807111541984848,0,1,0,0.745,"BBS"
"9309",9309,"La Paz",16,0.873745136007668,0.67047039036697,0,0,0,0,"Clean"
"9311",9311,"La Paz",16,0.888688651919127,0.681560137250625,0,0,0,0,"Clean"
"9314",9314,"La Paz",16,0.90198978679681,0.796457677470071,0,0,0,0,"Clean"
"9315",9315,"La Paz",16,0.880627944348804,0.744906929478753,0,0,0,0,"Clean"
"9318",9318,"La Paz",16,0.894386789156368,0.63301824513968,0,0,0,0,"Clean"
"9326",9326,"La Paz",16,0.854828427743858,0.695045657813316,0,0,0,0,"Clean"
"9328",9328,"La Paz",16,0.868442837248435,0.816537952867186,0,0,0,0,"Clean"
"9339",9339,"La Paz",17,0.876441094279052,0.974541624765421,1,0,0.854,0,"VS"
"9346",9346,"La Paz",17,0.979378924143366,0.884530364192647,0,1,0,0.832,"BBS"
"9369",9369,"La Paz",17,0.896171613197475,0.886962744917071,0,0,0,0,"Clean"
"9371",9371,"La Paz",17,0.979604092718915,0.666521530441977,0,1,0,0.839,"BBS"
"9376",9376,"La Paz",17,0.982357903482535,0.747062382371426,0,1,0,0.858,"BBS"
"9381",9381,"La Paz",17,0.883794449944622,0.963191562101079,1,0,0.73,0,"VS"
"9384",9384,"La Paz",17,0.992583254118065,0.838525528050872,0,1,0,0.934,"BBS"
"9389",9389,"La Paz",17,0.868578516499356,0.964048507426533,1,0,0.824,0,"VS"
"9390",9390,"La Paz",17,0.860383041648794,0.974619611472063,1,0,0.867,0,"VS"
"9392",9392,"La Paz",17,0.883050342944385,0.951970647166721,1,0,0.812,0,"VS"
"9406",9406,"La Paz",17,0.875492941297541,0.968512315569693,1,0,0.829,0,"VS"
"9417",9417,"La Paz",17,0.889069477427053,0.722422947847557,0,0,0,0,"Clean"
"9423",9423,"La Paz",17,0.894666742136726,0.798139592859768,0,0,0,0,"Clean"
"9428",9428,"La Paz",17,0.882913467260284,0.951329960403946,1,0,0.846,0,"VS"
"9439",9439,"La Paz",17,0.89241622401754,0.799358608410293,0,0,0,0,"Clean"
"9441",9441,"La Paz",17,0.971183765432834,0.862267661969079,0,1,0,0.768,"BBS"
"9457",9457,"La Paz",17,0.887609574631564,0.666956679863026,0,0,0,0,"Clean"
"9458",9458,"La Paz",17,0.873521858039307,0.960954324837315,1,0,0.794,0,"VS"
"9472",9472,"La Paz",17,0.866253892993924,0.94875559809761,1,0,0.815,0,"VS"
"9474",9474,"La Paz",17,0.979926890910325,0.671243362362449,0,1,0,0.829,"BBS"
"9492",9492,"La Paz",17,0.866728019387829,0.841846557359613,0,0,0,0,"Clean"
"9493",9493,"La Paz",17,0.86450778483506,0.801374863707942,0,0,0,0,"Clean"
"9501",9501,"La Paz",17,0.903903641549106,0.667610715725735,0,0,0,0,"Clean"
"9526",9526,"La Paz",17,0.867242099139578,0.750087281890665,0,0,0,0,"Clean"
"9533",9533,"La Paz",17,0.88788244673524,0.868471517419007,0,0,0,0,"Clean"
"9541",9541,"La Paz",17,0.977179088947866,0.716293682487662,0,1,0,0.83,"BBS"
"9557",9557,"La Paz",17,0.972150489623436,0.881685704144571,0,1,0,0.789,"BBS"
"9559",9559,"La Paz",17,0.863037945822057,0.872994129893854,0,0,0,0,"Clean"
"9566",9566,"La Paz",17,0.876842193895999,0.748661510293184,0,0,0,0,"Clean"
"9613",9613,"La Paz",17,0.977149710279878,0.78183099733799,0,1,0,0.81,"BBS"
"9618",9618,"La Paz",17,0.895334627669674,0.693503407556619,0,0,0,0,"Clean"
"9636",9636,"La Paz",17,0.882575849782415,0.935810733683323,1,0,0.79,0,"VS"
"9641",9641,"La Paz",17,0.866437066724049,0.950049533032957,1,0,0.848,0,"VS"
"9642",9642,"La Paz",17,0.903488891588407,0.837446264897433,0,0,0,0,"Clean"
"9643",9643,"La Paz",17,0.901428306379511,0.785772129645953,0,0,0,0,"Clean"
"9648",9648,"La Paz",17,0.979578830731381,0.786911069548186,0,1,0,0.804,"BBS"
"9659",9659,"La Paz",17,0.877452583512976,0.683002994945069,0,0,0,0,"Clean"
"9663",9663,"La Paz",17,0.895622563853008,0.949071160098793,1,0,0.835,0,"VS"
"9668",9668,"La Paz",17,0.971101634381029,0.823000162499546,0,1,0,0.785,"BBS"
