"","Mesa","Department","District","Turnout","MAS.vote"
"3442",3442,"La Paz",7,0.91061001709836,0.457220818059019
"3443",3443,"La Paz",7,0.929142437652869,0.27365086434596
"3444",3444,"La Paz",8,0.931814111317951,0.414640521573951
"3445",3445,"La Paz",8,0.923710345682963,0.299638818017835
"3446",3446,"La Paz",8,0.929073516731905,0.315341369180316
"3447",3447,"La Paz",8,0.897709037421093,0.310101528287781
"3448",3448,"La Paz",8,0.930182990491021,0.387978288314484
"3449",3449,"La Paz",8,0.921346002876355,0.486965585698366
"3450",3450,"La Paz",8,0.901194935729419,0.453909289618772
"3451",3451,"La Paz",8,0.897902179836096,0.39473431306531
"3452",3452,"La Paz",8,0.92558703131064,0.43860785774931
"3453",3453,"La Paz",8,0.926160914713269,0.349706491377717
"3454",3454,"La Paz",8,0.923473593925165,0.337965351920826
"3455",3455,"La Paz",8,0.925754270208188,0.384845657642651
"3456",3456,"La Paz",8,0.922207333029763,0.445909634455251
"3457",3457,"La Paz",8,0.92706063422921,0.495931392528227
"3458",3458,"La Paz",8,0.940641361413076,0.495163393744728
"3459",3459,"La Paz",8,0.903339099814242,0.51482806146007
"3460",3460,"La Paz",8,0.904242870245206,0.379255305658561
"3461",3461,"La Paz",8,0.912495423001293,0.468851065113169
"3462",3462,"La Paz",8,0.940388581783084,0.5211360378246
"3463",3463,"La Paz",8,0.929572258112452,0.508113969525379
"3464",3464,"La Paz",8,0.893050716604543,0.369673141481356
"3465",3465,"La Paz",8,0.911110667549775,0.309053451306715
"3466",3466,"La Paz",8,0.918508165990084,0.355459534570849
"3467",3467,"La Paz",8,0.912282085562384,0.448897462058901
"3468",3468,"La Paz",8,0.921525001506627,0.45366809737862
"3469",3469,"La Paz",8,0.915507659316982,0.470238577260958
"3470",3470,"La Paz",8,0.893523150073927,0.478183811216861
"3471",3471,"La Paz",8,0.912895342192255,0.403921243706654
"3472",3472,"La Paz",8,0.917502547254852,0.357021577855488
"3473",3473,"La Paz",8,0.942165661235112,0.509719830815394
"3474",3474,"La Paz",8,0.897917215176504,0.32603597509174
"3475",3475,"La Paz",8,0.909566705321358,0.348647305886492
"3476",3476,"La Paz",8,0.901783758563791,0.411612810786847
"3477",3477,"La Paz",8,0.907917607205511,0.42235463152772
"3478",3478,"La Paz",8,0.922814446833683,0.409452253314376
"3479",3479,"La Paz",8,0.934242385806431,0.35961970593675
"3480",3480,"La Paz",8,0.901541846143954,0.369920255568352
"3481",3481,"La Paz",8,0.933636789801117,0.394448993703771
"3482",3482,"La Paz",8,0.899340718241397,0.355869973633166
"3483",3483,"La Paz",8,0.938733466024636,0.446500097138599
"3484",3484,"La Paz",8,0.906862668770049,0.402483377135894
"3485",3485,"La Paz",8,0.892857755604049,0.315084984960417
"3486",3486,"La Paz",8,0.9274745845096,0.330048214099804
"3487",3487,"La Paz",8,0.898780716351218,0.486910957524241
"3488",3488,"La Paz",8,0.915145107169513,0.521321623964726
"3489",3489,"La Paz",8,0.925454582061188,0.356703157242567
"3490",3490,"La Paz",8,0.907255168686598,0.310937129383149
"3491",3491,"La Paz",8,0.923571586230455,0.404340678620256
"3492",3492,"La Paz",8,0.914762698957744,0.314267872088481
"3493",3493,"La Paz",8,0.936716290627713,0.314935354347455
"3494",3494,"La Paz",8,0.921647540477457,0.366911465139451
"3495",3495,"La Paz",8,0.911641026241755,0.387796358216527
"3496",3496,"La Paz",8,0.926623384864781,0.345858202585721
"3497",3497,"La Paz",8,0.939784118031229,0.324016031302477
"3498",3498,"La Paz",8,0.939615064079954,0.479007058237145
"3499",3499,"La Paz",8,0.942187373102381,0.43890664353284
"3500",3500,"La Paz",8,0.909185886062103,0.335318351604332
"3501",3501,"La Paz",8,0.920281746179565,0.30858461233189
"3502",3502,"La Paz",8,0.896447662322558,0.30609279745878
"3503",3503,"La Paz",8,0.918518159607778,0.335127443699934
"3504",3504,"La Paz",8,0.917982577091268,0.299132865664551
"3505",3505,"La Paz",8,0.908317200297692,0.344201687276032
"3506",3506,"La Paz",8,0.914521223433156,0.34868359166044
"3507",3507,"La Paz",8,0.935907494250631,0.44225200261357
"3508",3508,"La Paz",8,0.899200969495607,0.364556400836264
"3509",3509,"La Paz",8,0.932943384455888,0.370173730697988
"3510",3510,"La Paz",8,0.924674000398864,0.479837892617161
"3511",3511,"La Paz",8,0.904453500399052,0.419121111823031
"3512",3512,"La Paz",8,0.892651155349893,0.487129569127406
"3513",3513,"La Paz",8,0.917649493926756,0.463594234922188
"3514",3514,"La Paz",8,0.916104365743463,0.473601045729875
"3515",3515,"La Paz",8,0.909862549037132,0.411671189359366
"3516",3516,"La Paz",8,0.91162362638521,0.338075509099038
"3517",3517,"La Paz",8,0.918047473346613,0.486212267780966
"3518",3518,"La Paz",8,0.937079041174365,0.417065208845331
"3519",3519,"La Paz",8,0.942177069275547,0.335763409620113
"3520",3520,"La Paz",8,0.932377392159164,0.350728048924778
"3521",3521,"La Paz",8,0.936273188271851,0.479249037650897
"3522",3522,"La Paz",8,0.928733211224351,0.40321048379383
"3523",3523,"La Paz",8,0.897056114456008,0.419380955474763
"3524",3524,"La Paz",8,0.892491211487002,0.438020255827427
"3525",3525,"La Paz",8,0.917019533777091,0.42411797047926
"3526",3526,"La Paz",8,0.920754260238788,0.364016062072628
"3527",3527,"La Paz",8,0.89501960383487,0.49092346929711
"3528",3528,"La Paz",8,0.919682032673354,0.344067036393617
"3529",3529,"La Paz",8,0.913866335126758,0.327267073386898
"3530",3530,"La Paz",8,0.905606873393729,0.481979098119699
"3531",3531,"La Paz",8,0.909899257219663,0.459617820733858
"3532",3532,"La Paz",8,0.918943320973933,0.330554491103356
"3533",3533,"La Paz",8,0.927559208815117,0.368064235424778
"3534",3534,"La Paz",8,0.911286093631771,0.422728193049835
"3535",3535,"La Paz",8,0.930091538392516,0.462982062304771
"3536",3536,"La Paz",8,0.935985582811045,0.508694821054437
"3537",3537,"La Paz",8,0.904481101417174,0.478821250956157
"3538",3538,"La Paz",8,0.896099152902166,0.379095047312831
"3539",3539,"La Paz",8,0.911174790909186,0.474609954626323
"3540",3540,"La Paz",8,0.933366957067567,0.397102199563429
"3541",3541,"La Paz",8,0.930702355950748,0.509845386050695
"3542",3542,"La Paz",8,0.911899056361518,0.299926546444414
"3543",3543,"La Paz",8,0.909184841760839,0.450864216920282
"3544",3544,"La Paz",8,0.900460582742757,0.428427808129378
"3545",3545,"La Paz",8,0.940058802953425,0.440213679445277
"3546",3546,"La Paz",8,0.898166157830819,0.321328036554004
"3547",3547,"La Paz",8,0.907706873524359,0.384817778516625
"3548",3548,"La Paz",8,0.938484703328666,0.490624261787285
"3549",3549,"La Paz",8,0.893551591134532,0.479586934821625
"3550",3550,"La Paz",8,0.912663352317749,0.3655780278952
"3551",3551,"La Paz",8,0.942247492540036,0.497793997313587
"3552",3552,"La Paz",8,0.915744212314468,0.457214475857085
"3553",3553,"La Paz",8,0.892570116581617,0.489004539599313
"3554",3554,"La Paz",8,0.921706239120206,0.409937468690621
"3555",3555,"La Paz",8,0.893178916761125,0.476402452370952
"3556",3556,"La Paz",8,0.901692864536526,0.324510640614943
"3557",3557,"La Paz",8,0.919936387498039,0.50986520457136
"3558",3558,"La Paz",8,0.919109316390531,0.33816826226123
"3559",3559,"La Paz",8,0.932788857830811,0.489060003014317
"3560",3560,"La Paz",8,0.942293701353646,0.458728718770185
"3561",3561,"La Paz",8,0.920069112288322,0.481614638573469
"3562",3562,"La Paz",8,0.913469370558741,0.346641096210547
"3563",3563,"La Paz",8,0.902109675010656,0.497087294090759
"3564",3564,"La Paz",8,0.921843173698629,0.313983025920268
"3565",3565,"La Paz",8,0.905817293930119,0.298143922994964
"3566",3566,"La Paz",8,0.902320390740242,0.394489640890199
"3567",3567,"La Paz",8,0.905053010054209,0.354693701116245
"3568",3568,"La Paz",8,0.904128966665539,0.304324986105897
"3569",3569,"La Paz",8,0.917843536576162,0.519513236140279
"3570",3570,"La Paz",8,0.930153740654647,0.409528248413635
"3571",3571,"La Paz",8,0.916852124450322,0.366745211302994
"3572",3572,"La Paz",8,0.91079277326341,0.339694656781041
"3573",3573,"La Paz",8,0.91246690116446,0.383350648178861
"3574",3574,"La Paz",8,0.931148988952361,0.311850760931495
"3575",3575,"La Paz",8,0.93096913265422,0.354977435565198
"3576",3576,"La Paz",8,0.917238189609527,0.425635579409439
"3577",3577,"La Paz",8,0.93282313644753,0.440220727708776
"3578",3578,"La Paz",8,0.935052359950777,0.429130961643853
"3579",3579,"La Paz",8,0.90118179664999,0.34824717414329
"3580",3580,"La Paz",8,0.919929535043488,0.358225459139609
"3581",3581,"La Paz",8,0.919501273030446,0.312410203116962
"3582",3582,"La Paz",8,0.899691708298123,0.377523679342328
"3583",3583,"La Paz",8,0.915321480560723,0.382762021100662
"3584",3584,"La Paz",8,0.895383057265179,0.36528399899389
"3585",3585,"La Paz",8,0.936015730959689,0.385384058076292
"3586",3586,"La Paz",8,0.894880991081964,0.467999081862953
"3587",3587,"La Paz",8,0.905243791168281,0.355244464045895
"3588",3588,"La Paz",8,0.905335344953504,0.384620965711845
"3589",3589,"La Paz",8,0.937772611019323,0.41031503852163
"3590",3590,"La Paz",8,0.898427775037181,0.34604058192182
"3591",3591,"La Paz",8,0.921293902244204,0.358146993936666
"3592",3592,"La Paz",8,0.902878833698146,0.305112090403382
"3593",3593,"La Paz",8,0.913813926755119,0.413740508076583
"3594",3594,"La Paz",8,0.926268046684509,0.352649253632735
"3595",3595,"La Paz",8,0.933342259660117,0.429988758367246
"3596",3596,"La Paz",8,0.915853620220586,0.494849305411019
"3597",3597,"La Paz",8,0.906126576240406,0.474808187481817
"3598",3598,"La Paz",8,0.902816456684906,0.347740178431935
"3599",3599,"La Paz",8,0.903974568835095,0.302552105041207
"3600",3600,"La Paz",8,0.939173293413523,0.381264796880797
"3601",3601,"La Paz",8,0.930962646220592,0.494209371978984
"3602",3602,"La Paz",8,0.931398823907909,0.445025896360485
"3603",3603,"La Paz",8,0.924395496044834,0.423542945970087
"3604",3604,"La Paz",8,0.911422861916474,0.510591959014876
"3605",3605,"La Paz",8,0.89272942342598,0.500522776180082
"3606",3606,"La Paz",8,0.924562915343401,0.439831164908765
"3607",3607,"La Paz",8,0.929735175598292,0.367656944743038
"3608",3608,"La Paz",8,0.924438419558543,0.347047151317407
"3609",3609,"La Paz",8,0.921160216549977,0.451502961955549
"3610",3610,"La Paz",8,0.93026309227136,0.30234996477103
"3611",3611,"La Paz",8,0.909458412287948,0.395849040061253
"3612",3612,"La Paz",8,0.933699426430599,0.440783377535131
"3613",3613,"La Paz",8,0.940246784275364,0.412027179022267
"3614",3614,"La Paz",8,0.895372175574948,0.500910521315179
"3615",3615,"La Paz",8,0.894201713771616,0.374722111134523
"3616",3616,"La Paz",8,0.917340599969095,0.397963294936486
"3617",3617,"La Paz",8,0.901977506986893,0.516008740580035
"3618",3618,"La Paz",8,0.915501767242157,0.490460513307336
"3619",3619,"La Paz",8,0.898381674527089,0.392714235168863
"3620",3620,"La Paz",8,0.913448603018465,0.425082934428782
"3621",3621,"La Paz",8,0.911094709072445,0.384402423672859
"3622",3622,"La Paz",8,0.900726067911926,0.462995541227392
"3623",3623,"La Paz",8,0.937840333534005,0.301872632219211
"3624",3624,"La Paz",8,0.913795931852464,0.343563163590843
"3625",3625,"La Paz",8,0.91216448894576,0.516737642464515
"3626",3626,"La Paz",8,0.909323897676316,0.430091831349184
"3627",3627,"La Paz",8,0.928850635710957,0.354014209255632
"3628",3628,"La Paz",8,0.928169509750309,0.347248651231013
"3629",3629,"La Paz",8,0.915918101260025,0.478566354938945
"3630",3630,"La Paz",8,0.925456958378063,0.451621184237258
"3631",3631,"La Paz",8,0.933717240664301,0.37287008638078
"3632",3632,"La Paz",8,0.936003519397318,0.368300525744012
"3633",3633,"La Paz",8,0.903958573312999,0.309468488770454
"3634",3634,"La Paz",8,0.915016814109785,0.389561690103329
"3635",3635,"La Paz",8,0.924539126278265,0.491009009438538
"3636",3636,"La Paz",8,0.93140914304192,0.516849776782213
"3637",3637,"La Paz",8,0.931981451296453,0.393790089126452
"3638",3638,"La Paz",8,0.8996513150817,0.355392808976846
"3639",3639,"La Paz",8,0.931074646922479,0.422384290189121
"3640",3640,"La Paz",8,0.904036191999004,0.312640205723615
"3641",3641,"La Paz",8,0.92025203958589,0.308135500921258
"3642",3642,"La Paz",8,0.934779739051092,0.347397856142584
"3643",3643,"La Paz",8,0.915927416119758,0.505633070108757
"3644",3644,"La Paz",8,0.911174208106488,0.375023731213749
"3645",3645,"La Paz",8,0.922475183996492,0.475598544453843
"3646",3646,"La Paz",8,0.901168979044571,0.377931959822953
"3647",3647,"La Paz",8,0.916463286863184,0.425919052077404
"3648",3648,"La Paz",8,0.940472490099486,0.337575143899983
"3649",3649,"La Paz",8,0.898198942238759,0.379449467492794
"3650",3650,"La Paz",8,0.900805795703222,0.428576460241097
"3651",3651,"La Paz",8,0.910893880695663,0.389747517364405
"3652",3652,"La Paz",8,0.931197341131847,0.411512389141584
"3653",3653,"La Paz",8,0.904080572303948,0.342621465877746
"3654",3654,"La Paz",8,0.899979344711112,0.394635699722564
"3655",3655,"La Paz",8,0.916808858214283,0.360845768308414
"3656",3656,"La Paz",8,0.899351844252343,0.354510677866911
"3657",3657,"La Paz",8,0.932477411220861,0.374450305373086
"3658",3658,"La Paz",8,0.907176677211935,0.324693431478077
"3659",3659,"La Paz",8,0.912008240041961,0.332501425508828
"3660",3660,"La Paz",8,0.913287672693072,0.431646474888158
"3661",3661,"La Paz",8,0.897512526821439,0.391248265663716
"3662",3662,"La Paz",8,0.895184979811729,0.456095549852252
"3663",3663,"La Paz",8,0.893366968689456,0.476424062090761
"3664",3664,"La Paz",8,0.924790418223085,0.451448102336694
"3665",3665,"La Paz",8,0.917191468448168,0.48949337356814
"3666",3666,"La Paz",8,0.90294147644351,0.501696916528777
"3667",3667,"La Paz",8,0.914726712600626,0.369842018671906
"3668",3668,"La Paz",8,0.926164977254291,0.343791329546269
"3669",3669,"La Paz",8,0.916365179952107,0.45974160579618
"3670",3670,"La Paz",8,0.899441328982558,0.350383688143475
"3671",3671,"La Paz",8,0.897393165441105,0.342285739841646
"3672",3672,"La Paz",8,0.895649843719113,0.409400500756022
"3673",3673,"La Paz",8,0.89371842598785,0.320650706361014
"3674",3674,"La Paz",8,0.894378750170937,0.416072297513202
"3675",3675,"La Paz",8,0.915116994782185,0.445817375826373
"3676",3676,"La Paz",8,0.896662571519618,0.44257994760862
"3677",3677,"La Paz",8,0.911869109605928,0.429211331859212
"3678",3678,"La Paz",8,0.894484492380998,0.513168664205838
"3679",3679,"La Paz",8,0.907382526459187,0.435073969074532
"3680",3680,"La Paz",8,0.893903223580112,0.307159715505346
"3681",3681,"La Paz",8,0.921608870436753,0.349209980661805
"3682",3682,"La Paz",8,0.894404427249349,0.303959210541398
"3683",3683,"La Paz",8,0.920499134964522,0.450714526367058
"3684",3684,"La Paz",8,0.910214081158963,0.392419913574964
"3685",3685,"La Paz",8,0.89312540607472,0.429505198879971
"3686",3686,"La Paz",8,0.895929380329034,0.313707540684518
"3687",3687,"La Paz",8,0.931650080403917,0.335616952702813
"3688",3688,"La Paz",8,0.931704366001584,0.421659611007195
"3689",3689,"La Paz",8,0.920795069043895,0.490682071031921
"3690",3690,"La Paz",8,0.91679314318397,0.504568335749753
"3691",3691,"La Paz",8,0.897148298246882,0.516547786443724
"3692",3692,"La Paz",8,0.893334620303067,0.386099013022909
"3693",3693,"La Paz",8,0.905255237313568,0.476673906650223
"3694",3694,"La Paz",8,0.920204443993322,0.298075099491785
"3695",3695,"La Paz",8,0.92896979085213,0.433805281173964
"3696",3696,"La Paz",8,0.926996472089287,0.482248354014014
"3697",3697,"La Paz",8,0.92814065624633,0.450981183333199
"3698",3698,"La Paz",8,0.915385567166602,0.510938302270662
"3699",3699,"La Paz",8,0.914813587305762,0.34465730262354
"3700",3700,"La Paz",8,0.927859699400669,0.34038774718328
"3701",3701,"La Paz",8,0.922345508095268,0.358871315621479
"3702",3702,"La Paz",8,0.906554957484007,0.435579631978068
"3703",3703,"La Paz",8,0.942102981386736,0.3243491328338
"3704",3704,"La Paz",8,0.911493913718804,0.496581401520826
"3705",3705,"La Paz",8,0.918007361274334,0.426391127407955
"3706",3706,"La Paz",8,0.902740550597058,0.373925532248214
"3707",3707,"La Paz",8,0.914819321287973,0.471590711159658
"3708",3708,"La Paz",8,0.920119423040878,0.3304836919252
"3709",3709,"La Paz",8,0.908710543250593,0.448301372836492
"3710",3710,"La Paz",8,0.94060519216199,0.305234338620396
"3711",3711,"La Paz",8,0.892526576191014,0.367036227238507
"3712",3712,"La Paz",8,0.938072025524328,0.402831487687944
"3713",3713,"La Paz",8,0.911587996123815,0.439333044435916
"3714",3714,"La Paz",8,0.915408209568098,0.393179094654241
"3715",3715,"La Paz",8,0.922675814381815,0.302700069879762
"3716",3716,"La Paz",8,0.935090146718455,0.309206640571996
"3717",3717,"La Paz",8,0.898166465139284,0.47149713018374
"3718",3718,"La Paz",8,0.916848299566617,0.438071547640781
"3719",3719,"La Paz",8,0.941721724498325,0.402508005574927
"3720",3720,"La Paz",8,0.918814090448647,0.312519357106493
"3721",3721,"La Paz",8,0.942395153197377,0.339363406964467
"3722",3722,"La Paz",8,0.938549608018103,0.373084031325941
"3723",3723,"La Paz",8,0.907289460944643,0.352277507683378
"3724",3724,"La Paz",8,0.922079519967684,0.329558622090645
"3725",3725,"La Paz",8,0.93711269180076,0.506290107803198
"3726",3726,"La Paz",8,0.935345607003215,0.394391822357422
"3727",3727,"La Paz",8,0.892867206096551,0.344073396494786
"3728",3728,"La Paz",8,0.894603742196012,0.498610700541427
"3729",3729,"La Paz",8,0.918145647334345,0.481696512839595
"3730",3730,"La Paz",8,0.91801553290697,0.365958297653201
"3731",3731,"La Paz",8,0.90113910209157,0.310842655318247
"3732",3732,"La Paz",8,0.919188482848782,0.380259089296466
"3733",3733,"La Paz",8,0.89370107827356,0.519465382889505
"3734",3734,"La Paz",8,0.936902850618878,0.489372163164985
"3735",3735,"La Paz",8,0.90749180894897,0.477106557397862
"3736",3736,"La Paz",8,0.935590697759104,0.379825061544219
"3737",3737,"La Paz",8,0.93891306479176,0.305382395461501
"3738",3738,"La Paz",8,0.902673696071523,0.49635842432087
"3739",3739,"La Paz",8,0.925979153824901,0.436166712796258
"3740",3740,"La Paz",8,0.907000713654656,0.328501785410374
"3741",3741,"La Paz",8,0.92629878046663,0.376776939110295
"3742",3742,"La Paz",8,0.925204011405914,0.503153507788873
"3743",3743,"La Paz",8,0.905475496834879,0.430752356248826
"3744",3744,"La Paz",8,0.896395000520454,0.426901921428071
"3745",3745,"La Paz",8,0.938051074204736,0.516584628364974
"3746",3746,"La Paz",8,0.940339936716964,0.343936198674268
"3747",3747,"La Paz",8,0.912455690113644,0.479960506333784
"3748",3748,"La Paz",8,0.941067673065803,0.347159231919006
"3749",3749,"La Paz",8,0.929984198551214,0.495995658427021
"3750",3750,"La Paz",8,0.920429643678771,0.32542941028859
"3751",3751,"La Paz",8,0.925590516046512,0.394535790184725
"3752",3752,"La Paz",8,0.918485840146595,0.39643809603138
"3753",3753,"La Paz",8,0.925986715465378,0.420494256143525
"3754",3754,"La Paz",8,0.926834903196008,0.517002362355953
"3755",3755,"La Paz",8,0.903512312401593,0.336575163068973
"3756",3756,"La Paz",8,0.922588182647088,0.357503831942184
"3757",3757,"La Paz",8,0.912043756652811,0.48723320746213
"3758",3758,"La Paz",8,0.918164646569524,0.390569375350184
"3759",3759,"La Paz",8,0.917994930856613,0.470491707707934
"3760",3760,"La Paz",8,0.908882054982279,0.330000667140631
"3761",3761,"La Paz",8,0.913350963523797,0.441245011073257
"3762",3762,"La Paz",8,0.928614773808039,0.389704308333263
"3763",3763,"La Paz",8,0.91340725401214,0.498617619614309
"3764",3764,"La Paz",8,0.901458786874943,0.448398093249021
"3765",3765,"La Paz",8,0.898323510051222,0.299141397894122
"3766",3766,"La Paz",8,0.90288988976671,0.420532238760393
"3767",3767,"La Paz",8,0.929547526432769,0.388173357359752
"3768",3768,"La Paz",8,0.93347213137438,0.504359007250857
"3769",3769,"La Paz",8,0.928271423535278,0.314710227562076
"3770",3770,"La Paz",8,0.897124735585841,0.439171519237577
"3771",3771,"La Paz",8,0.936778259892247,0.386629051005417
"3772",3772,"La Paz",8,0.893017227251021,0.335883329633907
"3773",3773,"La Paz",8,0.934542552285232,0.40102458947839
"3774",3774,"La Paz",8,0.914186248679033,0.405328976121315
"3775",3775,"La Paz",8,0.924492255004061,0.445429930444892
"3776",3776,"La Paz",8,0.930620401163271,0.40235070642659
"3777",3777,"La Paz",8,0.894084488604488,0.44273168313948
"3778",3778,"La Paz",8,0.906000471466243,0.50458294150746
"3779",3779,"La Paz",8,0.901799289709945,0.362545245042612
"3780",3780,"La Paz",8,0.931220490161285,0.508071958044188
"3781",3781,"La Paz",8,0.90090780234474,0.483957747304938
"3782",3782,"La Paz",8,0.90208351884324,0.394314627511449
"3783",3783,"La Paz",8,0.927881973870756,0.456708896744387
"3784",3784,"La Paz",8,0.922517462593449,0.344663340898852
"3785",3785,"La Paz",8,0.942374252004712,0.380232007177172
"3786",3786,"La Paz",8,0.92967705432967,0.299241829790948
"3787",3787,"La Paz",8,0.908997572141074,0.314371918341273
"3788",3788,"La Paz",8,0.896791571691698,0.366489433912869
"3789",3789,"La Paz",8,0.936323460057507,0.502617782751699
"3790",3790,"La Paz",8,0.898256171590576,0.457921805366737
"3791",3791,"La Paz",8,0.936700172566658,0.49747710151608
"3792",3792,"La Paz",8,0.930351499627956,0.419538448984368
"3793",3793,"La Paz",8,0.935101632028679,0.479979730839128
"3794",3794,"La Paz",8,0.903389649016266,0.422237001639911
"3795",3795,"La Paz",8,0.925365438236011,0.428297605065476
"3796",3796,"La Paz",8,0.906388598178307,0.40996562241209
"3797",3797,"La Paz",8,0.929203578516104,0.390094962140192
"3798",3798,"La Paz",8,0.929055809310611,0.396291909002172
"3799",3799,"La Paz",8,0.908626836816515,0.418541617893837
"3800",3800,"La Paz",8,0.906620554060163,0.375196916937541
"3801",3801,"La Paz",8,0.901772969671862,0.418799488747307
"3802",3802,"La Paz",8,0.933295489000894,0.470839918317333
"3803",3803,"La Paz",8,0.909079417541648,0.515517911583791
"3804",3804,"La Paz",8,0.913233593054983,0.385217438321794
"3805",3805,"La Paz",8,0.918029606993955,0.34198639759699
"3806",3806,"La Paz",8,0.900289239739493,0.339368363752169
"3807",3807,"La Paz",8,0.915921685306157,0.407948017286825
"3808",3808,"La Paz",8,0.897033239720926,0.418351284129281
"3809",3809,"La Paz",8,0.923708438669683,0.367411523785385
"3810",3810,"La Paz",8,0.912551288138842,0.463430850320427
"3811",3811,"La Paz",8,0.940546745691582,0.482706291392883
"3812",3812,"La Paz",8,0.920543553793693,0.35009153119852
"3813",3813,"La Paz",8,0.93847472864108,0.510181297556402
"3814",3814,"La Paz",8,0.892751519487077,0.361809404680506
"3815",3815,"La Paz",8,0.896346982139936,0.390324380303138
"3816",3816,"La Paz",8,0.90295244055252,0.516104330182382
"3817",3817,"La Paz",8,0.898451464244539,0.511660578559408
"3818",3818,"La Paz",8,0.92244125344913,0.508468344567081
"3819",3819,"La Paz",8,0.91172128045315,0.388979887951003
"3820",3820,"La Paz",8,0.934240591523402,0.420934501364224
"3821",3821,"La Paz",8,0.92795855333459,0.323726872207494
"3822",3822,"La Paz",8,0.892622824118863,0.377932165586471
"3823",3823,"La Paz",8,0.894741370594938,0.423380314021357
"3824",3824,"La Paz",8,0.922149329803471,0.307556323482926
"3825",3825,"La Paz",8,0.900983404129642,0.398919748624072
"3826",3826,"La Paz",8,0.936700668022925,0.429805191575849
"3827",3827,"La Paz",8,0.939221337690429,0.309822805074884
"3828",3828,"La Paz",8,0.920110175583979,0.302037331008604
"3829",3829,"La Paz",8,0.908325105697285,0.314526657684748
"3830",3830,"La Paz",8,0.909134203965908,0.437242054855639
"3831",3831,"La Paz",8,0.919236771446402,0.402729813625947
"3832",3832,"La Paz",8,0.930262507255295,0.446851263179511
"3833",3833,"La Paz",8,0.908884809586788,0.304110778438278
"3834",3834,"La Paz",8,0.900987018627037,0.426864652393224
"3835",3835,"La Paz",8,0.92619505733609,0.364071627741744
"3836",3836,"La Paz",8,0.940966923791197,0.441290092636097
"3837",3837,"La Paz",8,0.912127890942283,0.319497418842482
"3838",3838,"La Paz",8,0.942423708386148,0.516069523667155
"3839",3839,"La Paz",8,0.9231024350904,0.385210556123158
"3840",3840,"La Paz",8,0.90524755415927,0.384700598128479
"3841",3841,"La Paz",8,0.918628445463194,0.388414571933667
"3842",3842,"La Paz",8,0.93419198114889,0.337991278333285
"3843",3843,"La Paz",8,0.928084990218572,0.486191598014431
"3844",3844,"La Paz",8,0.915263741354108,0.459885513683221
"3845",3845,"La Paz",8,0.914267735723921,0.416925720794219
"3846",3846,"La Paz",8,0.921302288992766,0.367977242438095
"3847",3847,"La Paz",8,0.93594235797661,0.300008911111848
"3848",3848,"La Paz",8,0.909273585921921,0.432156288053355
"3849",3849,"La Paz",8,0.898617596260798,0.369788208321462
"3850",3850,"La Paz",8,0.907569390368872,0.495130972130142
"3851",3851,"La Paz",8,0.914722593327526,0.345509633380827
"3852",3852,"La Paz",8,0.938023602994736,0.385810638486331
"3853",3853,"La Paz",8,0.902209241124373,0.483268156713137
"3854",3854,"La Paz",8,0.909064369480207,0.336971205902981
"3855",3855,"La Paz",8,0.899096385505289,0.466678934462747
"3856",3856,"La Paz",8,0.904473305392833,0.453148792678138
"3857",3857,"La Paz",8,0.932791026743595,0.351027467899246
"3858",3858,"La Paz",8,0.898038478619167,0.340532202325961
"3859",3859,"La Paz",8,0.90617584581371,0.488389428026109
"3860",3860,"La Paz",8,0.903458711759314,0.453965807532576
"3861",3861,"La Paz",8,0.924640378441389,0.330617613482121
"3862",3862,"La Paz",8,0.91948796610794,0.36440777430115
"3863",3863,"La Paz",8,0.897729580805589,0.462476751667959
"3864",3864,"La Paz",8,0.913985210684794,0.419155294928149
"3865",3865,"La Paz",8,0.90159118231629,0.385231521197476
"3866",3866,"La Paz",8,0.924959848271927,0.404233418293197
"3867",3867,"La Paz",8,0.908231554942908,0.334969955839149
"3868",3868,"La Paz",8,0.93994884868361,0.448280812855831
"3869",3869,"La Paz",8,0.905651407399504,0.472851782462617
"3870",3870,"La Paz",8,0.926750180512175,0.437757324258418
"3871",3871,"La Paz",8,0.938613422426499,0.518625951109266
"3872",3872,"La Paz",8,0.921360632844513,0.412257222216742
"3873",3873,"La Paz",8,0.906205443859232,0.327041010414125
"3874",3874,"La Paz",8,0.919005500927659,0.433669924241289
"3875",3875,"La Paz",8,0.936845258403096,0.504228938764873
"3876",3876,"La Paz",8,0.901823274238641,0.497418465451492
"3877",3877,"La Paz",8,0.937095756984167,0.408335054017986
"3878",3878,"La Paz",8,0.899603504081974,0.317214023531203
"3879",3879,"La Paz",8,0.939124549060442,0.459742675149287
"3880",3880,"La Paz",8,0.904103081355937,0.364684217116586
"3881",3881,"La Paz",8,0.910521029474273,0.452562129140412
"3882",3882,"La Paz",8,0.941846465943566,0.378145695343324
"3883",3883,"La Paz",8,0.930310016771205,0.488361001435228
"3884",3884,"La Paz",8,0.931706820788126,0.361458584943674
"3885",3885,"La Paz",8,0.89784580598538,0.496429416709608
"3886",3886,"La Paz",8,0.90515965670407,0.457139294031069
"3887",3887,"La Paz",8,0.909686842102225,0.314773611041879
"3888",3888,"La Paz",8,0.929326938354675,0.399233936492091
"3889",3889,"La Paz",8,0.93289075354772,0.389278585131737
"3890",3890,"La Paz",8,0.905413686105633,0.518844359616412
"3891",3891,"La Paz",8,0.893007642977987,0.331284217663327
