"","Mesa","Department","District","Turnout","MAS.vote","VS","BBS","stolen.prop","bboxstuff.prop","Fraud.type"
"8191",8191,"La Paz",14,0.970609262272745,0.893788826235744,0,1,0,0.768,"BBS"
"8192",8192,"La Paz",14,0.89790797894373,0.741168326956445,0,0,0,0,"Clean"
"8193",8193,"La Paz",14,0.982914509796225,0.81423954119262,0,1,0,0.78,"BBS"
"8194",8194,"La Paz",14,0.908795676178819,0.872603132373356,0,0,0,0,"Clean"
"8195",8195,"La Paz",14,0.895780892905301,0.673115446866955,0,0,0,0,"Clean"
"8196",8196,"La Paz",14,0.909463265289409,0.90831201568835,0,0,0,0,"Clean"
"8197",8197,"La Paz",14,0.90250846078063,0.861838189042469,0,0,0,0,"Clean"
"8198",8198,"La Paz",14,0.98607691731224,0.724905685187372,0,1,0,0.878,"BBS"
"8199",8199,"La Paz",14,0.900946609752474,0.943100794368119,1,0,0.789,0,"VS"
"8200",8200,"La Paz",14,0.92803288317361,0.722858832523093,0,0,0,0,"Clean"
"8201",8201,"La Paz",14,0.98060446205595,0.733918230822545,0,1,0,0.832,"BBS"
"8202",8202,"La Paz",14,0.888100613519404,0.766039773790388,0,0,0,0,"Clean"
"8203",8203,"La Paz",14,0.875287295427557,0.845671618701704,0,0,0,0,"Clean"
"8204",8204,"La Paz",14,0.896697429362114,0.941216275350557,1,0,0.796,0,"VS"
"8205",8205,"La Paz",14,0.899473386700201,0.677372573389289,0,0,0,0,"Clean"
"8206",8206,"La Paz",14,0.997097222599169,0.93343718981111,0,1,0,0.96,"BBS"
"8207",8207,"La Paz",14,0.991030587994869,0.923485347958059,0,1,0,0.915,"BBS"
"8208",8208,"La Paz",14,0.919003793100674,0.878952741683271,0,0,0,0,"Clean"
"8209",8209,"La Paz",14,0.98194665948879,0.708105656741302,0,1,0,0.784,"BBS"
"8210",8210,"La Paz",14,0.873432614161413,0.807618569797564,0,0,0,0,"Clean"
"8211",8211,"La Paz",14,0.872803565825393,0.920315390625977,0,0,0,0,"Clean"
"8212",8212,"La Paz",14,0.90262247783623,0.980682460785849,1,0,0.755,0,"VS"
"8213",8213,"La Paz",14,0.989447749076534,0.687232679706986,0,1,0,0.908,"BBS"
"8214",8214,"La Paz",14,0.983835484451563,0.709715524565507,0,1,0,0.861,"BBS"
"8215",8215,"La Paz",14,0.988159761309486,0.900796376844874,0,1,0,0.852,"BBS"
"8216",8216,"La Paz",14,0.975871327584025,0.809256694040207,0,1,0,0.796,"BBS"
"8217",8217,"La Paz",14,0.994171490212115,0.871888705165981,0,1,0,0.935,"BBS"
"8218",8218,"La Paz",14,0.901505356189585,0.813586545780309,0,0,0,0,"Clean"
"8219",8219,"La Paz",14,0.891928382080455,0.78678046144463,0,0,0,0,"Clean"
"8220",8220,"La Paz",14,0.906048102235157,0.891062804618333,0,0,0,0,"Clean"
"8221",8221,"La Paz",14,0.927053007414624,0.882189575340725,0,0,0,0,"Clean"
"8222",8222,"La Paz",14,0.886868972589057,0.966510805655505,1,0,0.861,0,"VS"
"8223",8223,"La Paz",14,0.922284877506367,0.851205892436329,0,0,0,0,"Clean"
"8224",8224,"La Paz",14,0.903597947390354,0.931513478281433,0,0,0,0,"Clean"
"8225",8225,"La Paz",14,0.886295322118743,0.964096303979775,1,0,0.828,0,"VS"
"8226",8226,"La Paz",14,0.904499880899942,0.711598657108779,0,0,0,0,"Clean"
"8227",8227,"La Paz",14,0.888299617776775,0.878163712751836,0,0,0,0,"Clean"
"8228",8228,"La Paz",14,0.891199648193886,0.721400092903149,0,0,0,0,"Clean"
"8229",8229,"La Paz",14,0.97739983616112,0.87893217208829,0,1,0,0.782,"BBS"
"8230",8230,"La Paz",14,0.990001532047614,0.700293421695825,0,1,0,0.913,"BBS"
"8231",8231,"La Paz",14,0.893949218928346,0.727532088427106,0,0,0,0,"Clean"
"8232",8232,"La Paz",14,0.91001606665831,0.824910682070577,0,0,0,0,"Clean"
"8233",8233,"La Paz",14,0.982979862314128,0.892315000311223,0,1,0,0.848,"BBS"
"8234",8234,"La Paz",14,0.985680616897718,0.688654004187319,0,1,0,0.837,"BBS"
"8235",8235,"La Paz",14,0.8746757095897,0.865337200429231,0,0,0,0,"Clean"
"8236",8236,"La Paz",14,0.892126379399202,0.853610091375977,0,0,0,0,"Clean"
"8237",8237,"La Paz",14,0.91489724815846,0.777488738049727,0,0,0,0,"Clean"
"8238",8238,"La Paz",14,0.916126885299695,0.900501784336508,0,0,0,0,"Clean"
"8239",8239,"La Paz",14,0.91479170833293,0.707147978193347,0,0,0,0,"Clean"
"8240",8240,"La Paz",14,0.990348320586262,0.933813026809258,0,1,0,0.895,"BBS"
"8241",8241,"La Paz",14,0.921475291180714,0.962910587473026,1,0,0.816,0,"VS"
"8242",8242,"La Paz",14,0.912818457647185,0.893650590354382,0,0,0,0,"Clean"
"8243",8243,"La Paz",14,0.913891796808072,0.932633694001158,1,0,0.773,0,"VS"
"8244",8244,"La Paz",14,0.889806683859536,0.92228398012357,0,0,0,0,"Clean"
"8245",8245,"La Paz",14,0.905331407641537,0.836376839606223,0,0,0,0,"Clean"
"8246",8246,"La Paz",14,0.912967668856929,0.97685139044504,1,0,0.915,0,"VS"
"8247",8247,"La Paz",14,0.878440549979751,0.851411018199853,0,0,0,0,"Clean"
"8248",8248,"La Paz",14,0.877554089149434,0.796553698313679,0,0,0,0,"Clean"
"8249",8249,"La Paz",14,0.912906123420839,0.989662364336628,1,0,0.855,0,"VS"
"8250",8250,"La Paz",14,0.905643709527773,0.968867466150709,1,0,0.735,0,"VS"
"8251",8251,"La Paz",14,0.872986801321971,0.952408547695188,1,0,0.762,0,"VS"
"8252",8252,"La Paz",14,0.889561535673807,0.763200364964274,0,0,0,0,"Clean"
"8253",8253,"La Paz",14,0.872669237944405,0.802840949653252,0,0,0,0,"Clean"
"8254",8254,"La Paz",14,0.883729354213149,0.962167898077971,1,0,0.774,0,"VS"
"8255",8255,"La Paz",14,0.916427519239397,0.800555873615502,0,0,0,0,"Clean"
"8256",8256,"La Paz",14,0.983579610160333,0.837850677546989,0,1,0,0.782,"BBS"
"8257",8257,"La Paz",14,0.970072642124734,0.897505884424677,0,1,0,0.709,"BBS"
"8258",8258,"La Paz",14,0.899557297442356,0.829638506213111,0,0,0,0,"Clean"
"8259",8259,"La Paz",14,0.902108729241232,0.933528466942079,0,0,0,0,"Clean"
"8260",8260,"La Paz",14,0.910470123565109,0.815792234362087,0,0,0,0,"Clean"
"8261",8261,"La Paz",14,0.926330049223848,0.765573386551728,0,0,0,0,"Clean"
"8262",8262,"La Paz",14,0.919387260411813,0.976371231843457,1,0,0.74,0,"VS"
"8263",8263,"La Paz",14,0.919867452035733,0.915914611545015,0,0,0,0,"Clean"
"8264",8264,"La Paz",14,0.910097510877514,0.947874073278674,1,0,0.779,0,"VS"
"8265",8265,"La Paz",14,0.874277811106948,0.982033885002724,1,0,0.875,0,"VS"
"8266",8266,"La Paz",14,0.986022219745125,0.775077722016355,0,1,0,0.809,"BBS"
"8267",8267,"La Paz",14,0.96661893252037,0.870183254266035,0,1,0,0.737,"BBS"
"8268",8268,"La Paz",14,0.90622099415681,0.826304833196789,0,0,0,0,"Clean"
"8269",8269,"La Paz",14,0.892829883754422,0.758590166869102,0,0,0,0,"Clean"
"8270",8270,"La Paz",14,0.972972921297131,0.764622990834873,0,1,0,0.746,"BBS"
"8271",8271,"La Paz",14,0.89156497471173,0.729784555823694,0,0,0,0,"Clean"
"8272",8272,"La Paz",14,0.908192428040485,0.961422071112609,1,0,0.804,0,"VS"
"8273",8273,"La Paz",14,0.876489808712534,0.736079335249031,0,0,0,0,"Clean"
"8274",8274,"La Paz",14,0.923708277127763,0.95130812895218,1,0,0.818,0,"VS"
"8275",8275,"La Paz",14,0.979200885060648,0.730568784172369,0,1,0,0.783,"BBS"
"8276",8276,"La Paz",14,0.921153216729203,0.981980673207946,1,0,0.851,0,"VS"
"8277",8277,"La Paz",14,0.890551096849246,0.795917065516148,0,0,0,0,"Clean"
"8278",8278,"La Paz",14,0.890078959849628,0.931029480895158,0,0,0,0,"Clean"
"8279",8279,"La Paz",14,0.927729752961517,0.95241971245854,1,0,0.704,0,"VS"
"8280",8280,"La Paz",14,0.995735910279276,0.746082240725393,0,1,0,0.941,"BBS"
"8281",8281,"La Paz",14,0.908161981714588,0.849457953445766,0,0,0,0,"Clean"
"8282",8282,"La Paz",14,0.901372794036174,0.811693682542548,0,0,0,0,"Clean"
"8283",8283,"La Paz",14,0.919961845223141,0.816692958738015,0,0,0,0,"Clean"
"8284",8284,"La Paz",14,0.999535593959897,0.767122957160991,0,1,0,0.995,"BBS"
"8285",8285,"La Paz",14,0.897068605295732,0.783621133745491,0,0,0,0,"Clean"
"8286",8286,"La Paz",14,0.975799301622617,0.845393491531616,0,1,0,0.773,"BBS"
"8287",8287,"La Paz",14,0.881303814672153,0.906308309296866,0,0,0,0,"Clean"
"8288",8288,"La Paz",14,0.899970947137299,0.954264744707921,1,0,0.825,0,"VS"
"8289",8289,"La Paz",14,0.892048185804676,0.934956855794174,1,0,0.776,0,"VS"
"8290",8290,"La Paz",14,0.898754978536253,0.930237000897836,0,0,0,0,"Clean"
"8291",8291,"La Paz",14,0.974209229111194,0.805732393878069,0,1,0,0.779,"BBS"
"8292",8292,"La Paz",14,0.916495758114404,0.916373310490804,1,0,0.706,0,"VS"
"8293",8293,"La Paz",14,0.887509950727414,0.818890309770392,0,0,0,0,"Clean"
"8294",8294,"La Paz",14,0.876898353387896,0.701169347867327,0,0,0,0,"Clean"
"8295",8295,"La Paz",14,0.984936602193914,0.694083909799473,0,1,0,0.818,"BBS"
"8296",8296,"La Paz",14,0.90807305644238,0.883195110160224,0,0,0,0,"Clean"
"8297",8297,"La Paz",14,0.987201030460585,0.763832438428295,0,1,0,0.869,"BBS"
"8298",8298,"La Paz",14,0.896482061262737,0.802541767801571,0,0,0,0,"Clean"
"8299",8299,"La Paz",14,0.906331651598887,0.977617962466313,1,0,0.816,0,"VS"
"8300",8300,"La Paz",14,0.877614241709658,0.849859420727167,0,0,0,0,"Clean"
"8301",8301,"La Paz",14,0.89027717007559,0.786273263213581,0,0,0,0,"Clean"
"8302",8302,"La Paz",14,0.887566253607235,0.736747590246349,0,0,0,0,"Clean"
"8303",8303,"La Paz",14,0.902008500740313,0.746459707373003,0,0,0,0,"Clean"
"8304",8304,"La Paz",14,0.918469523189472,0.698040953128423,0,0,0,0,"Clean"
"8305",8305,"La Paz",14,0.878561028513152,0.686910745801919,0,0,0,0,"Clean"
"8306",8306,"La Paz",14,0.909762635399526,0.883694358442837,0,0,0,0,"Clean"
"8307",8307,"La Paz",14,0.985150662771752,0.79681415593276,0,1,0,0.828,"BBS"
"8308",8308,"La Paz",14,0.981677898444486,0.784810667426201,0,1,0,0.784,"BBS"
"8309",8309,"La Paz",14,0.980909619204096,0.739697003307342,0,1,0,0.84,"BBS"
"8310",8310,"La Paz",14,0.923629800365586,0.706909568906981,0,0,0,0,"Clean"
"8311",8311,"La Paz",14,0.989077289706692,0.936686389541504,0,1,0,0.857,"BBS"
"8312",8312,"La Paz",14,0.875114427867962,0.967073502957077,1,0,0.826,0,"VS"
"8313",8313,"La Paz",14,0.909829937596345,0.978782786119729,1,0,0.798,0,"VS"
"8314",8314,"La Paz",14,0.923144904778327,0.976317431006567,1,0,0.819,0,"VS"
"8315",8315,"La Paz",14,0.906728166131926,0.675263552488114,0,0,0,0,"Clean"
"8316",8316,"La Paz",14,0.906877735444105,0.984295096874573,1,0,0.93,0,"VS"
"8317",8317,"La Paz",14,0.91415551524593,0.854078511147264,0,0,0,0,"Clean"
"8318",8318,"La Paz",14,0.986805420934421,0.780830126112278,0,1,0,0.859,"BBS"
"8319",8319,"La Paz",14,0.876582024301746,0.673690825524999,0,0,0,0,"Clean"
"8320",8320,"La Paz",14,0.925558713401163,0.753414913365363,0,0,0,0,"Clean"
"8321",8321,"La Paz",14,0.978749095593539,0.676787165910608,0,1,0,0.817,"BBS"
"8322",8322,"La Paz",14,0.980373404850257,0.871491580186199,0,1,0,0.756,"BBS"
"8323",8323,"La Paz",14,0.91506804899693,0.945731478487782,1,0,0.811,0,"VS"
"8324",8324,"La Paz",14,0.893797153066484,0.930100808159812,1,0,0.701,0,"VS"
"8325",8325,"La Paz",14,0.904936449084704,0.796864877123868,0,0,0,0,"Clean"
"8326",8326,"La Paz",14,0.897295898391056,0.921609200058118,0,0,0,0,"Clean"
"8327",8327,"La Paz",14,0.985669442562266,0.919461912404401,0,1,0,0.853,"BBS"
"8328",8328,"La Paz",14,0.875768369010767,0.961981954664782,1,0,0.699,0,"VS"
"8329",8329,"La Paz",14,0.958703133550166,0.712055289620457,0,1,0,0.673,"BBS"
"8330",8330,"La Paz",14,0.926541921889581,0.95226432482952,1,0,0.789,0,"VS"
"8331",8331,"La Paz",14,0.971212003464032,0.895579327817649,0,1,0,0.737,"BBS"
"8332",8332,"La Paz",14,0.88969385274096,0.940162933113648,1,0,0.735,0,"VS"
"8333",8333,"La Paz",14,0.982788354472011,0.802269887477302,0,1,0,0.842,"BBS"
"8334",8334,"La Paz",14,0.893680159231576,0.936420420963841,0,0,0,0,"Clean"
"8335",8335,"La Paz",14,0.984148353409644,0.747570082029662,0,1,0,0.82,"BBS"
"8336",8336,"La Paz",14,0.991001378547769,0.685231395174503,0,1,0,0.908,"BBS"
"8337",8337,"La Paz",14,0.892720666433435,0.820334539310978,0,0,0,0,"Clean"
"8338",8338,"La Paz",14,0.906785426830126,0.71703166975245,0,0,0,0,"Clean"
"8339",8339,"La Paz",14,0.885137925964132,0.728417467317272,0,0,0,0,"Clean"
"8340",8340,"La Paz",14,0.983276513593501,0.814327079299148,0,1,0,0.803,"BBS"
"8341",8341,"La Paz",14,1,0.720301946533142,0,1,0,1,"BBS"
"8342",8342,"La Paz",14,0.982960009791309,0.919901750024547,0,1,0,0.791,"BBS"
"8343",8343,"La Paz",14,0.922698929445944,0.819468632100628,0,0,0,0,"Clean"
"8344",8344,"La Paz",14,0.878590080933243,0.72058478684469,0,0,0,0,"Clean"
"8345",8345,"La Paz",14,0.918404195613318,0.780446093726164,0,0,0,0,"Clean"
"8346",8346,"La Paz",14,0.92302491798876,0.911977648041177,0,0,0,0,"Clean"
"8347",8347,"La Paz",14,0.915213185933191,0.920246231521951,0,0,0,0,"Clean"
"8348",8348,"La Paz",14,0.872835722394118,0.902243225927115,0,0,0,0,"Clean"
"8349",8349,"La Paz",14,0.992710997821151,0.799360881169854,0,1,0,0.914,"BBS"
"8350",8350,"La Paz",14,0.888350437595987,0.980861646633227,1,0,0.785,0,"VS"
"8351",8351,"La Paz",14,0.99276782570502,0.850356727985489,0,1,0,0.902,"BBS"
"8352",8352,"La Paz",14,0.886099179155286,0.937174469140003,1,0,0.74,0,"VS"
"8353",8353,"La Paz",14,0.984028368633555,0.918351433791807,0,1,0,0.855,"BBS"
"8354",8354,"La Paz",14,0.990033771050086,0.739205068913203,0,1,0,0.891,"BBS"
"8355",8355,"La Paz",14,0.921413942885825,0.750482823171271,0,0,0,0,"Clean"
"8356",8356,"La Paz",14,0.899034962509603,0.702834329097898,0,0,0,0,"Clean"
"8357",8357,"La Paz",14,0.92780312886349,0.921200825715201,0,0,0,0,"Clean"
"8358",8358,"La Paz",14,0.992821213950039,0.877303226963629,0,1,0,0.908,"BBS"
"8359",8359,"La Paz",14,0.908786021845447,0.772143197207555,0,0,0,0,"Clean"
"8360",8360,"La Paz",14,0.98302652312314,0.924943447142896,0,1,0,0.793,"BBS"
"8361",8361,"La Paz",14,0.913414786882034,0.970799604138141,1,0,0.821,0,"VS"
"8362",8362,"La Paz",14,0.926799026946599,0.694452582588438,0,0,0,0,"Clean"
"8363",8363,"La Paz",14,0.889118495738246,0.869830317460019,0,0,0,0,"Clean"
"8364",8364,"La Paz",14,0.983074803943904,0.791714077420454,0,1,0,0.794,"BBS"
"8365",8365,"La Paz",14,0.875417997996748,0.693323640736377,0,0,0,0,"Clean"
"8366",8366,"La Paz",14,0.901183718023566,0.972544447755344,1,0,0.784,0,"VS"
"8367",8367,"La Paz",14,0.891278839074643,0.890816013045158,0,0,0,0,"Clean"
"8368",8368,"La Paz",14,0.88074412362103,0.899847221081376,0,0,0,0,"Clean"
"8369",8369,"La Paz",14,0.890014046983031,0.927026780886458,1,0,0.757,0,"VS"
"8370",8370,"La Paz",14,0.910162503128766,0.775239226957795,0,0,0,0,"Clean"
"8371",8371,"La Paz",14,0.907781851094191,0.838956094793472,0,0,0,0,"Clean"
"8372",8372,"La Paz",14,0.927920946373612,0.982737125886519,1,0,0.764,0,"VS"
"8373",8373,"La Paz",14,0.980641095941598,0.721642100716309,0,1,0,0.816,"BBS"
"8374",8374,"La Paz",14,0.905355547086363,0.703649435625049,0,0,0,0,"Clean"
"8375",8375,"La Paz",14,0.893253220661611,0.764600114921719,0,0,0,0,"Clean"
"8376",8376,"La Paz",14,0.907063905413199,0.688714832705205,0,0,0,0,"Clean"
"8377",8377,"La Paz",14,0.98762681701185,0.927680707462874,0,1,0,0.878,"BBS"
"8378",8378,"La Paz",14,0.882512638654262,0.856262092362666,0,0,0,0,"Clean"
"8379",8379,"La Paz",14,0.985602867220792,0.704294850080113,0,1,0,0.867,"BBS"
"8380",8380,"La Paz",14,0.891736300172908,0.967244306895992,1,0,0.848,0,"VS"
"8381",8381,"La Paz",14,0.905823665600949,0.946590170783158,1,0,0.829,0,"VS"
"8382",8382,"La Paz",14,0.897173759223635,0.703225769468936,0,0,0,0,"Clean"
"8383",8383,"La Paz",14,0.890437367331944,0.897944658329743,0,0,0,0,"Clean"
"8384",8384,"La Paz",14,0.884613040990805,0.943265651876248,1,0,0.804,0,"VS"
"8385",8385,"La Paz",14,0.992018774150778,0.843171073315766,0,1,0,0.929,"BBS"
"8386",8386,"La Paz",14,0.975634139235114,0.93639166238956,0,1,0,0.75,"BBS"
"8387",8387,"La Paz",14,0.983108932065922,0.868729545139692,0,1,0,0.804,"BBS"
"8388",8388,"La Paz",14,0.891199356284943,0.968605690428639,1,0,0.777,0,"VS"
"8389",8389,"La Paz",14,0.924310354685752,0.906521254432285,0,0,0,0,"Clean"
"8390",8390,"La Paz",14,0.90848157477503,0.912227305951216,0,0,0,0,"Clean"
"8391",8391,"La Paz",14,0.987848378341169,0.907418145071103,0,1,0,0.903,"BBS"
"8392",8392,"La Paz",14,0.925204791772452,0.987642013408894,1,0,0.921,0,"VS"
"8393",8393,"La Paz",14,0.893580583528157,0.713846976127473,0,0,0,0,"Clean"
"8394",8394,"La Paz",14,0.88836143973872,0.747824321025698,0,0,0,0,"Clean"
"8395",8395,"La Paz",14,0.980467577121676,0.841124120577725,0,1,0,0.814,"BBS"
"8396",8396,"La Paz",14,0.89138940420499,0.975903195607773,1,0,0.759,0,"VS"
"8397",8397,"La Paz",14,0.907840000419886,0.946944333801361,1,0,0.825,0,"VS"
"8398",8398,"La Paz",14,0.882083668618832,0.694556970553121,0,0,0,0,"Clean"
"8399",8399,"La Paz",14,0.90157112727402,0.848732813847404,0,0,0,0,"Clean"
"8400",8400,"La Paz",14,0.88238937751177,0.764004759716657,0,0,0,0,"Clean"
"8401",8401,"La Paz",14,0.885843055380807,0.877336605014273,0,0,0,0,"Clean"
"8402",8402,"La Paz",14,0.974932679374254,0.730179214268688,0,1,0,0.792,"BBS"
"8403",8403,"La Paz",14,0.99631330006033,0.70796501533071,0,1,0,0.953,"BBS"
"8404",8404,"La Paz",14,0.901645839312693,0.958883062734915,1,0,0.845,0,"VS"
"8405",8405,"La Paz",14,0.984050322641007,0.900049529867078,0,1,0,0.779,"BBS"
"8406",8406,"La Paz",14,0.872244981432275,0.788959276770332,0,0,0,0,"Clean"
"8407",8407,"La Paz",14,0.886816178492494,0.95297624934827,1,0,0.787,0,"VS"
"8408",8408,"La Paz",14,0.900558119552918,0.880774812470237,0,0,0,0,"Clean"
"8409",8409,"La Paz",14,0.881912247175109,0.97524994409634,1,0,0.751,0,"VS"
"8410",8410,"La Paz",14,0.98291675863999,0.828382128250352,0,1,0,0.849,"BBS"
"8411",8411,"La Paz",14,0.892483642485432,0.804532378148567,0,0,0,0,"Clean"
"8412",8412,"La Paz",14,0.982210528591626,0.688774545560856,0,1,0,0.763,"BBS"
"8413",8413,"La Paz",14,0.978631670191767,0.729687254609622,0,1,0,0.757,"BBS"
"8414",8414,"La Paz",14,0.928011191158221,0.841263317512289,0,0,0,0,"Clean"
"8415",8415,"La Paz",14,0.986554607055843,0.840637788404017,0,1,0,0.864,"BBS"
"8416",8416,"La Paz",14,0.987348823657023,0.702325791209461,0,1,0,0.837,"BBS"
"8417",8417,"La Paz",14,0.973559580766886,0.828746117353065,0,1,0,0.784,"BBS"
"8418",8418,"La Paz",14,0.885908834704767,0.847418516161025,0,0,0,0,"Clean"
"8419",8419,"La Paz",14,0.919187299841361,0.693102700114031,0,0,0,0,"Clean"
"8420",8420,"La Paz",14,0.87547982763043,0.81230406686718,0,0,0,0,"Clean"
"8421",8421,"La Paz",14,0.978763491078978,0.906325641900006,0,1,0,0.817,"BBS"
"8422",8422,"La Paz",14,0.881010287256787,0.690541078922023,0,0,0,0,"Clean"
"8423",8423,"La Paz",14,0.994413695108043,0.688330556173618,0,1,0,0.93,"BBS"
"8424",8424,"La Paz",14,0.904433181033531,0.979997735705793,1,0,0.824,0,"VS"
"8425",8425,"La Paz",14,0.990075396888072,0.790193322077506,0,1,0,0.864,"BBS"
"8426",8426,"La Paz",14,0.984192825550595,0.844066989406212,0,1,0,0.823,"BBS"
"8427",8427,"La Paz",14,0.928666253932783,0.881105846925522,0,0,0,0,"Clean"
"8428",8428,"La Paz",14,0.976508134606886,0.878216814700221,0,1,0,0.673,"BBS"
"8429",8429,"La Paz",14,0.917827615595717,0.932699626092094,0,0,0,0,"Clean"
"8430",8430,"La Paz",14,0.906107762589394,0.928025825266725,0,0,0,0,"Clean"
"8431",8431,"La Paz",14,0.904332685606332,0.85160600508625,0,0,0,0,"Clean"
"8432",8432,"La Paz",14,0.889809738135275,0.990709122472753,1,0,0.855,0,"VS"
"8433",8433,"La Paz",14,0.876261754583514,0.924148244017715,0,0,0,0,"Clean"
"8434",8434,"La Paz",14,0.881637272238795,0.948285090892173,1,0,0.745,0,"VS"
"8435",8435,"La Paz",14,0.976155162350676,0.800827243464987,0,1,0,0.691,"BBS"
"8436",8436,"La Paz",14,0.915264996568495,0.71969833228482,0,0,0,0,"Clean"
"8437",8437,"La Paz",14,0.885411229636909,0.911921500190076,0,0,0,0,"Clean"
"8438",8438,"La Paz",14,0.895670410249432,0.964190640387671,1,0,0.887,0,"VS"
"8439",8439,"La Paz",14,0.880575742456418,0.77180830091563,0,0,0,0,"Clean"
"8440",8440,"La Paz",14,0.906694611379181,0.859863822441848,0,0,0,0,"Clean"
"8441",8441,"La Paz",14,0.92744773703414,0.714394152101268,0,0,0,0,"Clean"
"8442",8442,"La Paz",14,0.914642574923317,0.979944457923056,1,0,0.842,0,"VS"
"8443",8443,"La Paz",14,0.896753011138245,0.944129594167092,1,0,0.781,0,"VS"
"8444",8444,"La Paz",14,0.986223403432687,0.688106545061468,0,1,0,0.834,"BBS"
"8445",8445,"La Paz",14,0.912280650299248,0.804924498639137,0,0,0,0,"Clean"
"8446",8446,"La Paz",14,0.901931635557932,0.978776636868237,1,0,0.76,0,"VS"
"8447",8447,"La Paz",14,0.920703461607131,0.933615523659301,0,0,0,0,"Clean"
"8448",8448,"La Paz",14,0.910579208868833,0.864270107120298,0,0,0,0,"Clean"
"8449",8449,"La Paz",14,0.928699523391973,0.958442486608358,1,0,0.867,0,"VS"
"8450",8450,"La Paz",14,0.887110522135809,0.857850593699096,0,0,0,0,"Clean"
"8451",8451,"La Paz",14,0.893284881908118,0.695124085053299,0,0,0,0,"Clean"
"8452",8452,"La Paz",14,0.904783235829366,0.794810513689544,0,0,0,0,"Clean"
"8453",8453,"La Paz",14,0.882735139884775,0.893895454275191,0,0,0,0,"Clean"
"8454",8454,"La Paz",14,0.884807171133363,0.820758743117078,0,0,0,0,"Clean"
"8455",8455,"La Paz",14,0.985111624711996,0.830122636764042,0,1,0,0.804,"BBS"
"8456",8456,"La Paz",14,0.92741948445538,0.71420747146041,0,0,0,0,"Clean"
"8457",8457,"La Paz",14,0.916022947626043,0.825919936996633,0,0,0,0,"Clean"
"8458",8458,"La Paz",14,0.979575877441521,0.845799334082286,0,1,0,0.781,"BBS"
"8459",8459,"La Paz",14,0.974191460729506,0.690486094551656,0,1,0,0.764,"BBS"
"8460",8460,"La Paz",14,0.910836568704114,0.97358338015513,1,0,0.867,0,"VS"
"8461",8461,"La Paz",14,0.8849513667435,0.696191413202817,0,0,0,0,"Clean"
"8462",8462,"La Paz",14,0.982573859833595,0.926008115758226,0,1,0,0.803,"BBS"
"8463",8463,"La Paz",14,0.928087528482824,0.67454731834543,0,0,0,0,"Clean"
"8464",8464,"La Paz",14,0.900811350290184,0.866306009410294,0,0,0,0,"Clean"
"8465",8465,"La Paz",14,0.973529299229474,0.738921307356119,0,1,0,0.752,"BBS"
"8466",8466,"La Paz",14,0.879940947685482,0.674449543136666,0,0,0,0,"Clean"
"8467",8467,"La Paz",14,0.91375735728416,0.959679973681529,1,0,0.838,0,"VS"
"8468",8468,"La Paz",14,0.92868614450278,0.926305145777524,0,0,0,0,"Clean"
"8469",8469,"La Paz",14,0.918629562006625,0.751982310066688,0,0,0,0,"Clean"
"8470",8470,"La Paz",14,0.986726578964266,0.86544602953686,0,1,0,0.875,"BBS"
"8471",8471,"La Paz",14,0.887122428870117,0.752129098064471,0,0,0,0,"Clean"
"8472",8472,"La Paz",14,0.888666757663554,0.944939826814921,1,0,0.767,0,"VS"
"8473",8473,"La Paz",14,0.899021156247865,0.813274597006041,0,0,0,0,"Clean"
"8474",8474,"La Paz",14,0.882168847217904,0.717498522728485,0,0,0,0,"Clean"
"8475",8475,"La Paz",14,0.988700943693645,0.865488113450254,0,1,0,0.844,"BBS"
"8476",8476,"La Paz",14,0.998086067382229,0.851398917593519,0,1,0,0.981,"BBS"
"8477",8477,"La Paz",14,0.906575585286545,0.932365247546324,0,0,0,0,"Clean"
"8478",8478,"La Paz",14,0.90934240233727,0.9087981484365,1,0,0.72,0,"VS"
"8479",8479,"La Paz",14,0.906391801214537,0.861039033927992,0,0,0,0,"Clean"
"8480",8480,"La Paz",14,0.901051434865228,0.944964545163787,1,0,0.828,0,"VS"
"8481",8481,"La Paz",14,0.89237242018694,0.792454648282089,0,0,0,0,"Clean"
"8482",8482,"La Paz",14,0.902156654333072,0.887866920109287,0,0,0,0,"Clean"
"8483",8483,"La Paz",14,0.906244487379911,0.750503090573067,0,0,0,0,"Clean"
"8484",8484,"La Paz",14,0.970744389088064,0.804636202397252,0,1,0,0.749,"BBS"
"8485",8485,"La Paz",14,0.982909450885651,0.859893642820935,0,1,0,0.791,"BBS"
"8486",8486,"La Paz",14,0.902159426286238,0.716823805394001,0,0,0,0,"Clean"
"8487",8487,"La Paz",14,0.904316870326553,0.952923808683947,1,0,0.785,0,"VS"
"8488",8488,"La Paz",14,0.872940302341388,0.974421173655039,1,0,0.895,0,"VS"
"8489",8489,"La Paz",14,0.888687972869248,0.876095452005084,0,0,0,0,"Clean"
"8490",8490,"La Paz",14,0.925944941600209,0.932085801054034,0,0,0,0,"Clean"
"8491",8491,"La Paz",14,0.883387195193079,0.812603168918662,0,0,0,0,"Clean"
"8492",8492,"La Paz",14,0.879900852624864,0.95033415988071,1,0,0.793,0,"VS"
"8493",8493,"La Paz",14,0.882534232389547,0.807488856084441,0,0,0,0,"Clean"
"8494",8494,"La Paz",14,0.899030445480488,0.970335649115876,1,0,0.781,0,"VS"
